2018-02-24 19:34:43,410 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@6fd02e5: startup date [Sat Feb 24 19:34:43 BRT 2018]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2018-02-24 19:34:44,861 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/Users/davidpetro/Documents/apache-activemq-5.15.3/data/kahadb] | org.apache.activemq.broker.BrokerService | main
2018-02-24 19:34:44,984 | INFO  | PListStore:[/Users/davidpetro/Documents/apache-activemq-5.15.3/data/localhost/tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2018-02-24 19:34:45,144 | INFO  | Apache ActiveMQ 5.15.3 (localhost, ID:MacBook-Air-de-David.local-61982-1519511685001-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2018-02-24 19:34:45,181 | INFO  | Listening for connections at: tcp://MacBook-Air-de-David.local:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2018-02-24 19:34:45,183 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2018-02-24 19:34:45,189 | INFO  | Listening for connections at: amqp://MacBook-Air-de-David.local:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2018-02-24 19:34:45,193 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2018-02-24 19:34:45,199 | INFO  | Listening for connections at: stomp://MacBook-Air-de-David.local:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2018-02-24 19:34:45,202 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2018-02-24 19:34:45,208 | INFO  | Listening for connections at: mqtt://MacBook-Air-de-David.local:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2018-02-24 19:34:45,210 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2018-02-24 19:34:45,465 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@13d4992d{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2018-02-24 19:34:45,573 | INFO  | Listening for connections at ws://MacBook-Air-de-David.local:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2018-02-24 19:34:45,574 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2018-02-24 19:34:45,576 | INFO  | Apache ActiveMQ 5.15.3 (localhost, ID:MacBook-Air-de-David.local-61982-1519511685001-0:1) started | org.apache.activemq.broker.BrokerService | main
2018-02-24 19:34:45,577 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2018-02-24 19:34:46,450 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | main
2018-02-24 19:34:46,769 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2018-02-24 19:34:46,773 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2018-02-24 19:34:46,910 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2018-02-24 19:34:47,288 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | main
2018-02-24 19:34:47,401 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | main
2018-02-24 19:54:26,313 | INFO  | Connector vm://localhost started | org.apache.activemq.broker.TransportConnector | qtp1681303515-40
